Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 44.00, média: 50.03 e DP: 28.55
Reg 69 - Cid 74: menor: 0, maior: 100, mediana: 43.00, média: 46.16 e DP: 30.95
Reg 69 - Cid 75: menor: 2, maior: 98, mediana: 54.00, média: 52.80 e DP: 29.02
Reg 69 - Cid 76: menor: 0, maior: 100, mediana: 46.00, média: 48.78 e DP: 30.52
Reg 69 - Cid 77: menor: 2, maior: 100, mediana: 46.50, média: 49.39 e DP: 29.97
Reg 69 - Cid 78: menor: 2, maior: 100, mediana: 56.50, média: 52.89 e DP: 30.48
Reg 69 - Cid 79: menor: 0, maior: 100, mediana: 51.50, média: 50.88 e DP: 29.09
Reg 69 - Cid 80: menor: 0, maior: 100, mediana: 51.00, média: 52.57 e DP: 29.76
Reg 69 - Cid 81: menor: 0, maior: 99, mediana: 44.00, média: 45.49 e DP: 27.95
Reg 69 - Cid 82: menor: 0, maior: 98, mediana: 51.00, média: 51.88 e DP: 28.67
Reg 69 - Cid 83: menor: 0, maior: 100, mediana: 44.00, média: 46.40 e DP: 26.18
Reg 69 - Cid 84: menor: 1, maior: 99, mediana: 55.00, média: 52.85 e DP: 29.21
Reg 69 - Cid 85: menor: 0, maior: 98, mediana: 47.50, média: 47.15 e DP: 29.40
Reg 69 - Cid 86: menor: 0, maior: 100, mediana: 53.00, média: 49.97 e DP: 28.81
Reg 69 - Cid 87: menor: 0, maior: 100, mediana: 46.50, média: 49.32 e DP: 32.64
Reg 69 - Cid 88: menor: 0, maior: 100, mediana: 51.00, média: 50.69 e DP: 29.40
Reg 69 - Cid 89: menor: 3, maior: 97, mediana: 58.00, média: 54.20 e DP: 26.46
Reg 69 - Cid 90: menor: 2, maior: 100, mediana: 56.00, média: 52.15 e DP: 29.61
Reg 69 - Cid 91: menor: 0, maior: 100, mediana: 50.00, média: 51.00 e DP: 29.80
Reg 69 - Cid 92: menor: 0, maior: 100, mediana: 40.50, média: 43.39 e DP: 27.60
Reg 69 - Cid 93: menor: 0, maior: 100, mediana: 50.50, média: 50.14 e DP: 30.44
Reg 69 - Cid 94: menor: 0, maior: 100, mediana: 52.00, média: 53.91 e DP: 28.70
Reg 69 - Cid 95: menor: 2, maior: 100, mediana: 54.50, média: 53.00 e DP: 29.84
Reg 69 - Cid 96: menor: 0, maior: 100, mediana: 49.00, média: 50.86 e DP: 29.06
Reg 69 - Cid 97: menor: 0, maior: 99, mediana: 56.00, média: 52.74 e DP: 28.14
Reg 69 - Cid 98: menor: 1, maior: 100, mediana: 53.50, média: 52.07 e DP: 29.63
Reg 69 - Cid 99: menor: 0, maior: 100, mediana: 51.50, média: 51.48 e DP: 30.22
Reg 69 - menor: 0, maior: 100, mediana: 50.00, média: 50.03 e DP: 0.00

Reg 70 - Cid 0: menor: 1, maior: 99, mediana: 48.00, média: 52.04 e DP: 28.33
Reg 70 - Cid 1: menor: 0, maior: 100, mediana: 55.00, média: 57.05 e DP: 30.33
Reg 70 - Cid 2: menor: 0, maior: 99, mediana: 43.50, média: 46.72 e DP: 30.64
Reg 70 - Cid 3: menor: 0, maior: 100, mediana: 45.00, média: 47.02 e DP: 28.84
Reg 70 - Cid 4: menor: 0, maior: 100, mediana: 42.00, média: 45.62 e DP: 30.59
Reg 70 - Cid 5: menor: 2, maior: 100, mediana: 55.00, média: 54.47 e DP: 29.38
Reg 70 - Cid 6: menor: 1, maior: 100, mediana: 54.00, média: 51.39 e DP: 28.73
Reg 70 - Cid 7: menor: 2, maior: 99, mediana: 45.00, média: 50.23 e DP: 29.38
Reg 70 - Cid 8: menor: 0, maior: 98, mediana: 49.00, média: 49.51 e DP: 28.37
Reg 70 - Cid 9: menor: 0, maior: 99, mediana: 49.00, média: 49.25 e DP: 28.08
Reg 70 - Cid 10: menor: 0, maior: 99, mediana: 52.00, média: 49.72 e DP: 28.25
Reg 70 - Cid 11: menor: 0, maior: 98, mediana: 51.00, média: 51.03 e DP: 28.15
Reg 70 - Cid 12: menor: 1, maior: 99, mediana: 46.50, média: 50.33 e DP: 30.11
Reg 70 - Cid 13: menor: 0, maior: 100, mediana: 51.00, média: 51.11 e DP: 30.45
Reg 70 - Cid 14: menor: 0, maior: 97, mediana: 53.00, média: 48.78 e DP: 29.00
Reg 70 - Cid 15: menor: 0, maior: 100, mediana: 48.00, média: 48.68 e DP: 27.98
Reg 70 - Cid 16: menor: 0, maior: 100, mediana: 54.00, média: 51.33 e DP: 28.92
Reg 70 - Cid 17: menor: 0, maior: 100, mediana: 51.00, média: 51.50 e DP: 26.18
Reg 70 - Cid 18: menor: 1, maior: 100, mediana: 46.50, média: 46.44 e DP: 31.57
Reg 70 - Cid 19: menor: 1, maior: 99, mediana: 41.50, média: 43.68 e DP: 28.47
Reg 70 - Cid 20: menor: 0, maior: 99, mediana: 52.00, média: 49.22 e DP: 29.59
Reg 70 - Cid 21: menor: 0, maior: 100, mediana: 50.00, média: 50.71 e DP: 30.22
Reg 70 - Cid 22: menor: 0, maior: 100, mediana: 54.50, média: 48.87 e DP: 28.25
Reg 70 - Cid 23: menor: 0, maior: 100, mediana: 47.00, média: 48.56 e DP: 30.65
Reg 70 - Cid 24: menor: 0, maior: 100, mediana: 55.00, média: 52.87 e DP: 28.40
Reg 70 - Cid 25: menor: 0, maior: 100, mediana: 55.00, média: 52.19 e DP: 31.84
Reg 70 - Cid 26: menor: 0, maior: 99, mediana: 50.50, média: 51.90 e DP: 28.72
Reg 70 - Cid 27: menor: 1, maior: 100, mediana: 45.00, média: 47.92 e DP: 29.19
Reg 70 - Cid 28: menor: 0, maior: 100, mediana: 43.50, média: 47.19 e DP: 29.83
Reg 70 - Cid 29: menor: 3, maior: 99, mediana: 44.50, média: 47.72 e DP: 27.17
Reg 70 - Cid 30: menor: 0, maior: 98, mediana: 50.00, média: 49.07 e DP: 27.12
Reg 70 - Cid 31: menor: 0, maior: 99, mediana: 49.50, média: 48.28 e DP: 30.81
Reg 70 - Cid 32: menor: 1, maior: 99, mediana: 56.50, média: 52.48 e DP: 30.55
Reg 70 - Cid 33: menor: 0, maior: 99, mediana: 54.00, média: 51.42 e DP: 28.78
Reg 70 - Cid 34: menor: 2, maior: 97, mediana: 50.50, média: 49.81 e DP: 28.68
Reg 70 - Cid 35: menor: 0, maior: 100, mediana: 55.00, média: 53.26 e DP: 29.51
Reg 70 - Cid 36: menor: 0, maior: 100, mediana: 51.50, média: 51.74 e DP: 30.01
Reg 70 - Cid 37: menor: 0, maior: 100, mediana: 52.50, média: 53.22 e DP: 30.64
Reg 70 - Cid 38: menor: 0, maior: 99, mediana: 53.00, média: 48.94 e DP: 29.10
Reg 70 - Cid 39: menor: 1, maior: 100, mediana: 55.00, média: 50.63 e DP: 26.81
Reg 70 - Cid 40: menor: 0, maior: 100, mediana: 48.50, média: 48.72 e DP: 30.60
Reg 70 - Cid 41: menor: 1, maior: 100, mediana: 58.00, média: 53.23 e DP: 30.17
Reg 70 - Cid 42: menor: 2, maior: 100, mediana: 51.50, média: 51.01 e DP: 28.01
Reg 70 - Cid 43: menor: 2, maior: 100, mediana: 48.50, média: 51.62 e DP: 28.54
Reg 70 - Cid 44: menor: 0, maior: 100, mediana: 55.50, média: 52.64 e DP: 29.50
Reg 70 - Cid 45: menor: 2, maior: 99, mediana: 58.00, média: 55.15 e DP: 25.89
Reg 70 - Cid 46: menor: 0, maior: 100, mediana: 48.00, média: 48.02 e DP: 29.86
Reg 70 - Cid 47: menor: 0, maior: 100, mediana: 44.50, média: 48.22 e DP: 27.90
Reg 70 - Cid 48: menor: 1, maior: 100, mediana: 55.00, média: 52.49 e DP: 29.35
Reg 70 - Cid 49: menor: 0, maior: 100, mediana: 52.00, média: 51.32 e DP: 28.25
Reg 70 - Cid 50: menor: 0, maior: 98, mediana: 47.50, média: 49.70 e DP: 30.06
Reg 70 - Cid 51: menor: 3, maior: 100, mediana: 59.50, média: 56.36 e DP: 27.78
Reg 70 - Cid 52: menor: 0, maior: 100, mediana: 40.00, média: 45.73 e DP: 27.14
Reg 70 - Cid 53: menor: 2, maior: 99, mediana: 44.00, média: 46.95 e DP: 28.18
Reg 70 - Cid 54: menor: 0, maior: 100, mediana: 44.50, média: 49.00 e DP: 30.90
Reg 70 - Cid 55: menor: 3, maior: 99, mediana: 49.50, média: 50.42 e DP: 27.57
Reg 70 - Cid 56: menor: 0, maior: 100, mediana: 51.50, média: 50.82 e DP: 28.81
Reg 70 - Cid 57: menor: 0, maior: 100, mediana: 56.00, média: 52.89 e DP: 28.68
Reg 70 - Cid 58: menor: 2, maior: 100, mediana: 47.00, média: 50.30 e DP: 29.86
Reg 70 - Cid 59: menor: 0, maior: 95, mediana: 51.00, média: 48.78 e DP: 25.64
Reg 70 - Cid 60: menor: 1, maior: 99, mediana: 42.00, média: 48.22 e DP: 28.44
Reg 70 - Cid 61: menor: 0, maior: 98, mediana: 54.00, média: 51.69 e DP: 29.02
Reg 70 - Cid 62: menor: 0, maior: 99, mediana: 52.00, média: 52.25 e DP: 26.02
Reg 70 - Cid 63: menor: 0, maior: 100, mediana: 57.50, média: 54.16 e DP: 30.38
Reg 70 - Cid 64: menor: 0, maior: 100, mediana: 58.00, média: 54.73 e DP: 28.29
Reg 70 - Cid 65: menor: 0, maior: 100, mediana: 47.50, média: 49.03 e DP: 30.08
Reg 70 - Cid 66: menor: 0, maior: 100, mediana: 44.50, média: 49.16 e DP: 27.54
Reg 70 - Cid 67: menor: 2, maior: 98, mediana: 48.00, média: 49.67 e DP: 27.64
Reg 70 - Cid 68: menor: 0, maior: 100, mediana: 51.00, média: 50.56 e DP: 30.67
Reg 70 - Cid 69: menor: 0, maior: 100, mediana: 50.50, média: 52.19 e DP: 28.58
Reg 70 - Cid 70: menor: 0, maior: 100, mediana: 58.50, média: 53.71 e DP: 29.08
Reg 70 - Cid 71: menor: 2, maior: 100, mediana: 52.00, média: 53.12 e DP: 29.10
Reg 70 - Cid 72: menor: 3, maior: 100, mediana: 56.00, média: 54.24 e DP: 29.74
Reg 70 - Cid 73: menor: 2, maior: 100, mediana: 50.50, média: 51.66 e DP: 26.90
Reg 70 - Cid 74: menor: 1, maior: 100, mediana: 51.50, média: 53.65 e DP: 30.35
Reg 70 - Cid 75: menor: 1, maior: 100, mediana: 48.00, média: 47.92 e DP: 29.66
Reg 70 - Cid 76: menor: 0, maior: 100, mediana: 50.00, média: 49.68 e DP: 31.83
Reg 70 - Cid 77: menor: 0, maior: 100, mediana: 56.00, média: 52.24 e DP: 28.55
Reg 70 - Cid 78: menor: 0, maior: 99, mediana: 50.00, média: 49.30 e DP: 28.28
Reg 70 - Cid 79: menor: 0, maior: 100, mediana: 48.00, média: 46.81 e DP: 28.26
Reg 70 - Cid 80: menor: 1, maior: 100, mediana: 48.00, média: 48.75 e DP: 29.86
Reg 70 - Cid 81: menor: 2, maior: 100, mediana: 53.00, média: 53.53 e DP: 29.46
Reg 70 - Cid 82: menor: 0, maior: 99, mediana: 48.00, média: 48.14 e DP: 28.63
Reg 70 - Cid 83: menor: 0, maior: 99, mediana: 47.00, média: 47.33 e DP: 26.96
Reg 70 - Cid 84: menor: 0, maior: 100, mediana: 41.00, média: 46.59 e DP: 31.28
Reg 70 - Cid 85: menor: 0, maior: 98, mediana: 34.50, média: 42.59 e DP: 29.53
Reg 70 - Cid 86: menor: 0, maior: 97, mediana: 54.00, média: 51.51 e DP: 29.54
Reg 70 - Cid 87: menor: 0, maior: 100, mediana: 53.50, média: 50.74 e DP: 30.12
Reg 70 - Cid 88: menor: 4, maior: 99, mediana: 46.00, média: 50.72 e DP: 28.25
Reg 70 - Cid 89: menor: 0, maior: 100, mediana: 44.00, média: 49.99 e DP: 28.90
Reg 70 - Cid 90: menor: 2, maior: 100, mediana: 47.00, média: 49.38 e DP: 29.41
Reg 70 - Cid 91: menor: 3, maior: 100, mediana: 47.50, média: 52.00 e DP: 29.53
Reg 70 - Cid 92: menor: 1, maior: 100, mediana: 44.50, média: 47.55 e DP: 29.78
Reg 70 - Cid 93: menor: 0, maior: 100, mediana: 49.50, média: 46.96 e DP: 30.13
Reg 70 - Cid 94: menor: 0, maior: 99, mediana: 56.50, média: 54.31 e DP: 30.21
Reg 70 - Cid 95: menor: 0, maior: 100, mediana: 46.50, média: 48.17 e DP: 28.05
Reg 70 - Cid 96: menor: 3, maior: 99, mediana: 51.50, média: 50.40 e DP: 27.89
Reg 70 - Cid 97: menor: 0, maior: 99, mediana: 46.50, média: 49.94 e DP: 27.68
Reg 70 - Cid 98: menor: 0, maior: 100, mediana: 44.00, média: 47.65 e DP: 29.94
Reg 70 - Cid 99: menor: 0, maior: 99, mediana: 51.50, média: 50.40 e DP: 29.10
Reg 70 - menor: 0, maior: 100, mediana: 10.00, média: 243.31 e DP: 0.00

Reg 71 - Cid 0: menor: 0, maior: 100, mediana: 44.00, média: 46.37 e DP: 27.94
Reg 71 - Cid 1: menor: 1, maior: 97, mediana: 52.00, média: 49.77 e DP: 29.34
Reg 71 - Cid 2: menor: 2, maior: 100, mediana: 60.00, média: 53.42 e DP: 29.58
Reg 71 - Cid 3: menor: 1, maior: 98, mediana: 51.00, média: 48.71 e DP: 29.20
Reg 71 - Cid 4: menor: 1, maior: 100, mediana: 50.50, média: 50.39 e DP: 29.27
Reg 71 - Cid 5: menor: 0, maior: 99, mediana: 53.00, média: 50.41 e DP: 27.61
Reg 71 - Cid 6: menor: 0, maior: 99, mediana: 46.50, média: 45.82 e DP: 29.42
Reg 71 - Cid 7: menor: 0, maior: 100, mediana: 53.00, média: 51.33 e DP: 29.71
Reg 71 - Cid 8: menor: 1, maior: 94, mediana: 47.00, média: 48.66 e DP: 27.32
Reg 71 - Cid 9: menor: 0, maior: 99, mediana: 49.00, média: 51.65 e DP: 27.07
Reg 71 - Cid 10: menor: 0, maior: 99, mediana: 49.00, média: 48.95 e DP: 29.29
Reg 71 - Cid 11: menor: 0, maior: 100, mediana: 48.50, média: 50.73 e DP: 31.67
Reg 71 - Cid 12: menor: 0, maior: 100, mediana: 37.00, média: 45.56 e DP: 29.03
Reg 71 - Cid 13: menor: 1, maior: 100, mediana: 51.00, média: 52.28 e DP: 28.24
Reg 71 - Cid 14: menor: 2, maior: 99, mediana: 49.00, média: 49.28 e DP: 30.25
Reg 71 - Cid 15: menor: 0, maior: 100, mediana: 47.50, média: 49.26 e DP: 25.80
Reg 71 - Cid 16: menor: 3, maior: 100, mediana: 50.50, média: 50.67 e DP: 29.42
Reg 71 - Cid 17: menor: 0, maior: 99, mediana: 49.50, média: 48.35 e DP: 30.37
Reg 71 - Cid 18: menor: 0, maior: 100, mediana: 47.00, média: 47.92 e DP: 29.80
Reg 71 - Cid 19: menor: 0, maior: 99, mediana: 50.50, média: 50.51 e DP: 29.55
Reg 71 - Cid 20: menor: 0, maior: 100, mediana: 48.50, média: 48.37 e DP: 29.61
Reg 71 - Cid 21: menor: 0, maior: 99, mediana: 56.50, média: 52.03 e DP: 29.29
Reg 71 - Cid 22: menor: 1, maior: 100, mediana: 49.00, média: 50.92 e DP: 27.82
Reg 71 - Cid 23: menor: 1, maior: 98, mediana: 47.00, média: 47.19 e DP: 27.90
Reg 71 - Cid 24: menor: 5, maior: 99, mediana: 49.50, média: 50.17 e DP: 29.24
Reg 71 - Cid 25: menor: 0, maior: 97, mediana: 57.50, média: 54.94 e DP: 27.96
Reg 71 - Cid 26: menor: 1, maior: 100, mediana: 49.00, média: 48.53 e DP: 29.54
Reg 71 - Cid 27: menor: 0, maior: 100, mediana: 40.00, média: 47.02 e DP: 31.53
Reg 71 - Cid 28: menor: 3, maior: 99, mediana: 52.00, média: 51.82 e DP: 28.75
Reg 71 - Cid 29: menor: 0, maior: 100, mediana: 51.00, média: 49.50 e DP: 30.97
Reg 71 - Cid 30: menor: 0, maior: 100, mediana: 50.50, média: 49.46 e DP: 29.12
Reg 71 - Cid 31: menor: 1, maior: 100, mediana: 53.50, média: 52.87 e DP: 29.73
Reg 71 - Cid 32: menor: 0, maior: 100, mediana: 56.00, média: 52.00 e DP: 29.03
Reg 71 - Cid 33: menor: 0, maior: 98, mediana: 49.00, média: 49.32 e DP: 29.57
Reg 71 - Cid 34: menor: 0, maior: 100, mediana: 55.00, média: 50.55 e DP: 29.81
Reg 71 - Cid 35: menor: 0, maior: 100, mediana: 46.00, média: 47.52 e DP: 31.48
Reg 71 - Cid 36: menor: 0, maior: 100, mediana: 49.50, média: 51.49 e DP: 30.42
Reg 71 - Cid 37: menor: 0, maior: 100, mediana: 49.00, média: 48.31 e DP: 28.09
Reg 71 - Cid 38: menor: 0, maior: 100, mediana: 50.50, média: 51.55 e DP: 27.69
Reg 71 - Cid 39: menor: 0, maior: 100, mediana: 59.50, média: 55.05 e DP: 28.05
Reg 71 - Cid 40: menor: 5, maior: 100, mediana: 47.50, média: 50.80 e DP: 29.35
Reg 71 - Cid 41: menor: 1, maior: 99, mediana: 50.00, média: 48.73 e DP: 30.05
Reg 71 - Cid 42: menor: 0, maior: 100, mediana: 48.00, média: 47.22 e DP: 30.28
Reg 71 - Cid 43: menor: 0, maior: 97, mediana: 44.00, média: 48.06 e DP: 28.57
Reg 71 - Cid 44: menor: 0, maior: 100, mediana: 45.00, média: 47.36 e DP: 28.48
Reg 71 - Cid 45: menor: 0, maior: 100, mediana: 48.00, média: 49.06 e DP: 28.57
Reg 71 - Cid 46: menor: 0, maior: 100, mediana: 56.50, média: 51.99 e DP: 31.66
Reg 71 - Cid 47: menor: 1, maior: 99, mediana: 46.00, média: 46.75 e DP: 29.38
Reg 71 - Cid 48: menor: 0, maior: 99, mediana: 44.00, média: 46.77 e DP: 29.48
Reg 71 - Cid 49: menor: 0, maior: 99, mediana: 53.50, média: 51.92 e DP: 27.33
Reg 71 - Cid 50: menor: 0, maior: 100, mediana: 43.50, média: 46.71 e DP: 31.66
Reg 71 - Cid 51: menor: 2, maior: 100, mediana: 47.50, média: 47.38 e DP: 28.31
Reg 71 - Cid 52: menor: 0, maior: 99, mediana: 47.00, média: 50.41 e DP: 29.43
Reg 71 - Cid 53: menor: 0, maior: 100, mediana: 49.00, média: 49.17 e DP: 28.24
Reg 71 - Cid 54: menor: 0, maior: 100, mediana: 41.50, média: 47.79 e DP: 29.91
Reg 71 - Cid 55: menor: 2, maior: 100, mediana: 67.00, média: 59.70 e DP: 29.08
Reg 71 - Cid 56: menor: 1, maior: 100, mediana: 51.00, média: 51.23 e DP: 28.00
Reg 71 - Cid 57: menor: 0, maior: 100, mediana: 47.00, média: 50.46 e DP: 30.15
Reg 71 - Cid 58: menor: 1, maior: 100, mediana: 46.00, média: 49.07 e DP: 28.02
Reg 71 - Cid 59: menor: 0, maior: 99, mediana: 49.50, média: 51.41 e DP: 28.61
Reg 71 - Cid 60: menor: 1, maior: 100, mediana: 46.50, média: 46.79 e DP: 26.14
Reg 71 - Cid 61: menor: 1, maior: 99, mediana: 48.50, média: 48.43 e DP: 25.68
Reg 71 - Cid 62: menor: 2, maior: 99, mediana: 48.50, média: 47.49 e DP: 28.64
Reg 71 - Cid 63: menor: 0, maior: 98, mediana: 46.50, média: 47.05 e DP: 29.72
Reg 71 - Cid 64: menor: 0, maior: 100, mediana: 51.00, média: 52.30 e DP: 28.86
Reg 71 - Cid 65: menor: 0, maior: 99, mediana: 46.00, média: 46.24 e DP: 28.96
Reg 71 - Cid 66: menor: 0, maior: 100, mediana: 54.50, média: 53.25 e DP: 27.39
Reg 71 - Cid 67: menor: 1, maior: 100, mediana: 40.50, média: 44.10 e DP: 27.32
Reg 71 - Cid 68: menor: 0, maior: 100, mediana: 56.00, média: 56.35 e DP: 28.76
Reg 71 - Cid 69: menor: 0, maior: 100, mediana: 45.00, média: 47.77 e DP: 29.24
Reg 71 - Cid 70: menor: 1, maior: 98, mediana: 43.50, média: 44.60 e DP: 27.72
Reg 71 - Cid 71: menor: 0, maior: 100, mediana: 39.50, média: 45.01 e DP: 29.79
Reg 71 - Cid 72: menor: 1, maior: 100, mediana: 57.00, média: 53.09 e DP: 27.80
Reg 71 - Cid 73: menor: 1, maior: 100, mediana: 53.50, média: 52.35 e DP: 26.01
Reg 71 - Cid 74: menor: 1, maior: 100, mediana: 44.50, média: 48.66 e DP: 30.09
Reg 71 - Cid 75: menor: 0, maior: 99, mediana: 45.50, média: 47.74 e DP: 28.60
Reg 71 - Cid 76: menor: 0, maior: 100, mediana: 48.50, média: 49.34 e DP: 27.99
Reg 71 - Cid 77: menor: 0, maior: 99, mediana: 53.00, média: 52.15 e DP: 25.68
Reg 71 - Cid 78: menor: 1, maior: 98, mediana: 46.50, média: 46.72 e DP: 31.17
Reg 71 - Cid 79: menor: 0, maior: 100, mediana: 49.00, média: 50.21 e DP: 29.51
Reg 71 - Cid 80: menor: 2, maior: 100, mediana: 44.50, média: 46.38 e DP: 29.03
Reg 71 - Cid 81: menor: 0, maior: 100, mediana: 48.50, média: 48.93 e DP: 27.85
Reg 71 - Cid 82: menor: 0, maior: 100, mediana: 56.50, média: 53.15 e DP: 30.64
Reg 71 - Cid 83: menor: 0, maior: 98, mediana: 42.00, média: 44.78 e DP: 26.61
Reg 71 - Cid 84: menor: 0, maior: 99, mediana: 53.00, média: 52.65 e DP: 29.20
Reg 71 - Cid 85: menor: 0, maior: 99, mediana: 47.50, média: 50.24 e DP: 28.51
Reg 71 - Cid 86: menor: 0, maior: 97, mediana: 54.00, média: 52.27 e DP: 29.44
Reg 71 - Cid 87: menor: 1, maior: 100, mediana: 40.00, média: 47.99 e DP: 32.80
Reg 71 - Cid 88: menor: 0, maior: 98, mediana: 48.00, média: 46.38 e DP: 29.64
Reg 71 - Cid 89: menor: 0, maior: 100, mediana: 55.00, média: 52.05 e DP: 28.45
Reg 71 - Cid 90: menor: 0, maior: 100, mediana: 46.50, média: 49.00 e DP: 30.16
Reg 71 - Cid 91: menor: 0, maior: 100, mediana: 52.00, média: 50.20 e DP: 28.57
Reg 71 - Cid 92: menor: 0, maior: 100, mediana: 54.00, média: 53.62 e DP: 30.23
Reg 71 - Cid 93: menor: 0, maior: 100, mediana: 64.00, média: 57.32 e DP: 27.76
Reg 71 - Cid 94: menor: 0, maior: 100, mediana: 43.50, média: 47.28 e DP: 29.81
Reg 71 - Cid 95: menor: 0, maior: 100, mediana: 56.00, média: 53.92 e DP: 30.11
Reg 71 - Cid 96: menor: 0, maior: 100, mediana: 51.50, média: 52.54 e DP: 28.68
Reg 71 - Cid 97: menor: 0, maior: 100, mediana: 46.00, média: 47.99 e DP: 29.49
Reg 71 - Cid 98: menor: 0, maior: 99, mediana: 43.00, média: 44.87 e DP: 30.16
Reg 71 - Cid 99: menor: 0, maior: 100, mediana: 50.00, média: 50.64 e DP: 28.97
Reg 71 - menor: 0, maior: 100, mediana: 31.00, média: 80.68 e DP: 0.00

Reg 72 - Cid 0: menor: 0, maior: 100, mediana: 42.50, média: 49.44 e DP: 29.37
Reg 72 - Cid 1: menor: 0, maior: 100, mediana: 57.00, média: 56.16 e DP: 29.16
Reg 72 - Cid 2: menor: 0, maior: 100, mediana: 46.00, média: 46.60 e DP: 28.56
Reg 72 - Cid 3: menor: 0, maior: 99, mediana: 42.50, média: 44.44 e DP: 28.20
Reg 72 - Cid 4: menor: 0, maior: 100, mediana: 48.00, média: 50.12 e DP: 28.59
Reg 72 - Cid 5: menor: 2, maior: 99, mediana: 41.50, média: 46.28 e DP: 29.98
Reg 72 - Cid 6: menor: 0, maior: 99, mediana: 43.00, média: 47.80 e DP: 29.55
Reg 72 - Cid 7: menor: 1, maior: 99, mediana: 46.50, média: 46.94 e DP: 28.68
Reg 72 - Cid 8: menor: 0, maior: 100, mediana: 55.50, média: 54.70 e DP: 28.32
Reg 72 - Cid 9: menor: 0, maior: 100, mediana: 47.50, média: 48.81 e DP: 31.98
Reg 72 - Cid 10: menor: 2, maior: 100, mediana: 53.00, média: 51.12 e DP: 29.98
Reg 72 - Cid 11: menor: 0, maior: 100, mediana: 46.00, média: 45.90 e DP: 27.44
Reg 72 - Cid 12: menor: 0, maior: 99, mediana: 58.00, média: 53.35 e DP: 28.55
Reg 72 - Cid 13: menor: 0, maior: 99, mediana: 52.50, média: 51.15 e DP: 27.75
Reg 72 - Cid 14: menor: 1, maior: 100, mediana: 58.00, média: 57.28 e DP: 27.69
Reg 72 - Cid 15: menor: 0, maior: 100, mediana: 51.00, média: 50.17 e DP: 29.51
Reg 72 - Cid 16: menor: 0, maior: 100, mediana: 52.00, média: 48.15 e DP: 28.51
Reg 72 - Cid 17: menor: 0, maior: 100, mediana: 55.00, média: 52.83 e DP: 30.19
Reg 72 - Cid 18: menor: 0, maior: 99, mediana: 50.50, média: 48.38 e DP: 30.37
Reg 72 - Cid 19: menor: 0, maior: 100, mediana: 54.50, média: 50.49 e DP: 30.12
Reg 72 - Cid 20: menor: 0, maior: 100, mediana: 48.00, média: 48.50 e DP: 28.09
Reg 72 - Cid 21: menor: 0, maior: 100, mediana: 51.50, média: 49.86 e DP: 30.57
Reg 72 - Cid 22: menor: 1, maior: 99, mediana: 42.00, média: 43.72 e DP: 27.41
Reg 72 - Cid 23: menor: 1, maior: 100, mediana: 57.50, média: 55.39 e DP: 28.99
Reg 72 - Cid 24: menor: 0, maior: 99, mediana: 45.50, média: 45.57 e DP: 27.56
Reg 72 - Cid 25: menor: 0, maior: 100, mediana: 43.50, média: 44.45 e DP: 29.69
Reg 72 - Cid 26: menor: 2, maior: 100, mediana: 46.00, média: 49.57 e DP: 29.47
Reg 72 - Cid 27: menor: 1, maior: 100, mediana: 47.00, média: 50.37 e DP: 29.88
Reg 72 - Cid 28: menor: 0, maior: 97, mediana: 53.00, média: 51.88 e DP: 29.19
Reg 72 - Cid 29: menor: 1, maior: 99, mediana: 45.50, média: 43.90 e DP: 27.86
Reg 72 - Cid 30: menor: 0, maior: 100, mediana: 49.00, média: 45.59 e DP: 28.76
Reg 72 - Cid 31: menor: 0, maior: 100, mediana: 46.50, média: 48.19 e DP: 29.89
Reg 72 - Cid 32: menor: 0, maior: 100, mediana: 48.50, média: 48.16 e DP: 30.44
Reg 72 - Cid 33: menor: 0, maior: 100, mediana: 54.50, média: 51.89 e DP: 29.25
Reg 72 - Cid 34: menor: 0, maior: 100, mediana: 50.50, média: 51.44 e DP: 25.79
Reg 72 - Cid 35: menor: 1, maior: 100, mediana: 50.00, média: 49.68 e DP: 30.70
Reg 72 - Cid 36: menor: 0, maior: 100, mediana: 48.50, média: 47.84 e DP: 30.92
Reg 72 - Cid 37: menor: 1, maior: 99, mediana: 55.00, média: 53.62 e DP: 29.10
Reg 72 - Cid 38: menor: 0, maior: 100, mediana: 54.00, média: 50.73 e DP: 29.40
Reg 72 - Cid 39: menor: 0, maior: 100, mediana: 51.50, média: 49.44 e DP: 30.29
Reg 72 - Cid 40: menor: 0, maior: 99, mediana: 59.00, média: 56.06 e DP: 27.06
Reg 72 - Cid 41: menor: 0, maior: 100, mediana: 44.50, média: 46.89 e DP: 28.88
Reg 72 - Cid 42: menor: 0, maior: 98, mediana: 46.50, média: 46.79 e DP: 27.98
Reg 72 - Cid 43: menor: 2, maior: 100, mediana: 56.50, média: 54.54 e DP: 29.36
Reg 72 - Cid 44: menor: 2, maior: 99, mediana: 49.00, média: 53.82 e DP: 28.23
Reg 72 - Cid 45: menor: 0, maior: 99, mediana: 44.50, média: 47.79 e DP: 28.38
Reg 72 - Cid 46: menor: 1, maior: 100, mediana: 54.50, média: 51.41 e DP: 29.60
Reg 72 - Cid 47: menor: 1, maior: 100, mediana: 47.50, média: 50.58 e DP: 30.87
Reg 72 - Cid 48: menor: 0, maior: 100, mediana: 52.50, média: 50.56 e DP: 26.88
Reg 72 - Cid 49: menor: 0, maior: 100, mediana: 42.50, média: 46.45 e DP: 28.35
